,Arm Angle,Finger Distance
0,167.06009159160857,0.011037319445355364
1,167.58829344850545,0.011184026375385512
2,168.56428068061317,0.01109887298879707
3,168.92348233175073,0.010347375455887804
4,169.40381231844285,0.010842195921892124
5,169.08749820693112,0.010594150438277215
6,168.77271772096378,0.010625994960224618
7,167.62963020583234,0.010647235400428397
8,166.9639568729796,0.011122135859518077
9,166.99592296280915,0.011065361948103702
10,168.11093481343616,0.011831615031600785
11,168.80152108346562,0.012634707529880676
12,169.48405668538618,0.01164914474570634
13,169.6590707185433,0.010965788264314665
14,169.7641077328363,0.010639531841511547
15,169.5691878249526,0.01040635382678383
16,168.78985390047956,0.0091447664442789
17,167.7943291049523,0.008953232318143543
18,166.98269179555777,0.009123581086819023
19,165.95937204800526,0.008721411637164712
20,165.37091115552684,0.008552692421736471
21,164.52272488846,0.008162801358889662
22,164.94005201019044,0.007834554444114492
23,167.19701499821898,0.010293138884545774
24,168.77242196375192,0.010820753750706897
25,169.39238829290625,0.011634569581025114
26,168.61999047856733,0.011182830549916478
27,167.6720328640528,0.01064405341393652
28,167.02296650611876,0.009753199631521011
29,168.57520116614222,0.012498258440461719
30,171.7626066340285,0.01396922570985307
31,174.4933231255423,0.01459380807885525
32,175.97314151605354,0.014252681990211707
33,177.27369913371348,0.013128698487386195
34,178.17577489169906,0.013961204814036765
35,176.8014444928788,0.015094024177202748
36,173.7735131303509,0.014792302110111955
37,169.5837346647741,0.007299521476693351
38,161.9333183223658,0.00412054159352705
39,154.72895610298596,0.003666830189600392
40,151.2854699944338,0.004103547658052099
41,146.74085116629146,0.004648829199094808
42,137.52347525574092,0.006328761280436237
43,132.40904340933017,0.006538284266779051
44,126.59269920081293,0.006430222177624818
45,122.90876874027731,0.00644015181021546
46,116.33976733132005,0.007262375021832448
47,109.78137502158664,0.007579168013871724
48,98.70409514742697,0.008497022331473494
49,100.48352483398166,0.00683568662245673
50,82.70547867680361,0.005795413308239742
51,132.44373596950177,0.0061703910199196734
52,172.79817079880192,0.006847275464367417
53,145.8846851088651,0.0072689600020097115
54,108.409795280203,0.008258032718695832
55,60.10280174419441,0.007539134882796727
56,47.80996312036394,0.006850992032937278
57,45.384312116809205,0.0067831242102144385
58,49.38071527076621,0.008573320274420418
59,54.114566341173884,0.008753965295860257
60,58.56901975548214,0.00972111634781103
61,63.602407891455094,0.008644664134981508
62,68.13231307212664,0.007386187157698307
63,79.40793933389905,0.006929665596016821
64,87.97854639852538,0.0072613631271837885
65,131.8133034726743,0.005433079671020396
66,170.0396103492628,0.0035115654005112586
67,152.760068127567,0.004145272777191685
68,127.01196959880224,0.005840498218948208
69,145.7735912824021,0.004139081228259757
70,162.92886276033082,0.004356883602566314
71,172.95959484245515,0.0038189827116200314
72,172.98978897093858,0.004418036470119273
73,162.63377178053017,0.004538923044467558
74,171.05792461110212,0.004809145720878517
75,158.08893043072257,0.004240480924978873
76,157.50935190271315,0.0061426514703995195
77,158.74121548726555,0.005738078149538827
78,167.04397279049329,0.006491720467091947
79,166.58462707137454,0.008447779157085824
80,170.1111405006674,0.0065280024520333125
81,173.05936285788948,0.005946093892098609
82,174.79442725144736,0.007295008273633478
83,174.14822749334346,0.007692600450255027
84,172.59232980521446,0.008550660859246067
85,171.98122095818098,0.007892482848715516
86,171.96284249605543,0.007048919238927766
87,170.81612245548453,0.007063000510683457
88,170.7919416977391,0.00734351706074782
89,170.30316302907053,0.006990724171143013
90,172.03776994128742,0.0074651364048628505
91,173.0348305504365,0.008208100416976937
92,172.75084329328723,0.007987896341722991
93,172.37489056849589,0.008319133681689158
94,172.2263444234585,0.007879815699952046
95,171.64385388542712,0.008247399100634713
96,171.4168262597936,0.008345767076351306
