,Arm Angle,Finger Distance
0,141.07672367467177,0.0030107422674786654
1,143.23921142483866,0.0030868486871208464
2,143.64024846575438,0.0031332719644599633
3,146.02175605118862,0.0031797577944425565
4,147.3213309865345,0.0034667338186516036
5,148.16461135763097,0.0030077230839444706
6,146.76049847823595,0.0026862916065589753
7,146.05667838321813,0.0026794288173911896
8,145.29033189471113,0.0025578053124166574
9,144.78932344089478,0.0025104750968571203
10,144.4710341112083,0.002570562278167703
11,144.04623591459313,0.0025942886226595374
12,144.0252377596612,0.002559423982805521
13,144.21871828352863,0.0025936359966913535
14,145.04095515977866,0.0025344917687750166
15,145.60615258574984,0.0025577059201654954
16,146.00755219748035,0.0026236373111100776
17,147.59329695095656,0.0025216002998225536
18,149.70081168856223,0.0024472171802406377
19,150.45521109675417,0.002409985924738859
20,151.53124869210438,0.0024352971048853217
21,152.61225347271557,0.002379108211446125
22,153.13680754966802,0.002294240217197187
23,153.92660114165923,0.0022562953812318796
24,154.87949437962058,0.0020370642326532446
25,154.54846091370283,0.0020298964685470716
26,153.24057544121735,0.0020427398392638095
27,151.98541827880177,0.0020717778771203784
28,151.68449137862993,0.001933957908206769
29,147.43214481376512,0.0023892130527135226
30,142.31951452961428,0.0016424574897559794
31,134.06588042431267,0.0018237665929428232
32,123.34197781024629,0.0018286678228493114
33,118.04817948944653,0.002228286164196636
34,116.51270215627095,0.0021174148037977937
35,114.37328746094319,0.0018955362985818435
36,115.71818420768292,0.0016360828582531273
37,116.34791718567914,0.0022349187929563675
38,113.19847702918238,0.0025355898388398058
39,106.66754805138746,0.002578071650771096
40,97.46911883622879,0.0022697790556541184
41,101.25968880249259,0.0019517446334468805
42,98.47181379447159,0.00200803365894127
43,167.61491583583177,0.002037254966342483
44,58.24039556565341,0.0013537349034266999
45,135.565719962998,0.004926052539377653
46,25.157819544402987,0.0016429835573656861
47,50.018325810358974,0.0040196791853792015
48,43.75173896147216,0.0032732673170638334
49,40.854835746111554,0.004583778090702551
50,42.99119722670275,0.004608260126535231
51,51.50832096342266,0.004541471926915439
52,63.93491259561814,0.004776807550777945
53,73.1130800404607,0.003701247779699374
54,108.78489654238335,0.0024087412116336475
55,165.63839586677867,0.0024194872000039428
56,163.13183999650207,0.002589883118382398
57,136.94307419895068,0.0034102259452663637
58,151.59851233128597,0.0025439824567588675
59,168.43327496040962,0.0038606504536288673
60,177.48307500479265,0.003167905983229802
61,167.822567609,0.0035178051884420755
62,148.90626873097085,0.002976766310475531
63,122.7647021523344,0.003109227408145965
64,123.16904527400622,0.002750986639535626
65,131.30129331975886,0.003150009729958986
66,149.11161030435318,0.0027726353970838067
67,157.71411164774744,0.004084298360873538
68,166.720440124038,0.003977399428675154
69,170.19520283513404,0.004049191558856229
70,172.15783149207317,0.0042240541277283545
71,171.01888046412904,0.0046309751049467595
72,172.14363263337188,0.00445439335241253
73,170.43481323254125,0.004661144200418365
74,169.67198736655214,0.00469463537885485
75,168.35750160071717,0.004613933507395494
76,169.0418077180207,0.004745089729500084
77,169.87557148269482,0.004471350083670142
78,170.12665790088738,0.004253608725362941
79,169.28333166905128,0.004321963698950598
80,168.29680539518682,0.0045472256114450086
81,168.79006478316396,0.004502648845261049
